Endpoint,Family,Lab,Type,USD/min @720p,Price basis,Max frames,Duration options,Quality options,Aspect ratios,Audio?,Start frame?,End frame?,Multi-cut?,Task,Lipsync?,Strongest side,Weakest side,Strongest use-cases,Weakest use-cases
fal-ai/magi-distilled,MAGI,,text-to-video,4.8,$0.32 per 4s -> x60,192,4.0–8.0 s (via num_frames),"480p, 720p","auto, 16:9, 9:16, 1:1",No,No (text-only),No,No — single shot,generate,No,Exceptional understanding of physical interaction and cinematic prompts for a distilled model.,$0.32 per 4s is poor value now; 96-frame cap; inference-step surcharges stack quickly.,"Physics-interaction studies, cinematic prompt experiments.",Value-conscious pipelines — modern peers beat it at half the price.
fal-ai/magi-distilled/extend-video,MAGI,,video-to-video,4.8,$0.32 per 4s -> x60,192,4.0–8.0 s (via num_frames),"480p, 720p","auto, 16:9, 9:16, 1:1",No,No,No,No — single shot,extend,No,Exceptional understanding of physical interaction and cinematic prompts for a distilled model.,$0.32 per 4s is poor value now; 96-frame cap; inference-step surcharges stack quickly.,"Physics-interaction studies, cinematic prompt experiments.",Value-conscious pipelines — modern peers beat it at half the price.
fal-ai/magi-distilled/image-to-video,MAGI,,image-to-video,4.8,$0.32 per 4s -> x60,192,4.0–8.0 s (via num_frames),"480p, 720p","auto, 16:9, 9:16, 1:1",No,Yes,No,No — single shot,generate,No,Exceptional understanding of physical interaction and cinematic prompts for a distilled model.,$0.32 per 4s is poor value now; 96-frame cap; inference-step surcharges stack quickly.,"Physics-interaction studies, cinematic prompt experiments.",Value-conscious pipelines — modern peers beat it at half the price.
fal-ai/mmaudio-v2,MMAudio,,video-to-video,0.06,$0.001/s x 60s,720,1–30 s (continuous),fixed,fixed,Yes — native generation,No,No,No — single shot,video→audio,No,The cheap open standard for video-synced audio ($0.06/min) — pairs with any silent video model.,Fidelity below dedicated foley models; short clips.,Adding cheap ambience to silent generations at volume.,Broadcast-grade sound design.
minimax/h3/image-to-video,MiniMax H3,Minimax,image-to-video,4.8,$0.08/s x 60s,360,5–15 s (continuous),"768P, 2K, 4K",inherits input image,No,Yes,Yes,No — single shot,generate,Yes — dialogue via prompt (native audio),"Frontier omni-modal model — 2K native with stereo audio, V2V motion transfer, accurate on-screen text and brand rendering, LoRA and reference modes, 5–15 s across seven aspect ratios.",Premium pricing at 2K/4K; 15 s hard cap; the open-weights license needs legal review for commercial use.,"Brand ads needing accurate on-screen text and logos, V2V motion transfer from reference footage, coordinated character+camera+dialogue scenes, 2K masters with stereo sound.","Long-form (15 s cap), license-sensitive enterprise use without legal review, budget work where 768p-simple models suffice."
minimax/h3/image-to-video/lora,MiniMax H3,Minimax,image-to-video,6.0,$0.10/s x 60s,360,5–15 s (continuous),"768P, 2K, 4K",inherits input image,Yes — native generation,Yes,Yes,No — single shot,generate,No,"Frontier omni-modal model — 2K native with stereo audio, V2V motion transfer, accurate on-screen text and brand rendering, LoRA and reference modes, 5–15 s across seven aspect ratios.",Premium pricing at 2K/4K; 15 s hard cap; the open-weights license needs legal review for commercial use.,"Brand ads needing accurate on-screen text and logos, V2V motion transfer from reference footage, coordinated character+camera+dialogue scenes, 2K masters with stereo sound.","Long-form (15 s cap), license-sensitive enterprise use without legal review, budget work where 768p-simple models suffice."
minimax/h3/reference-to-video,MiniMax H3,Minimax,image-to-video,4.8,$0.08/s x 60s,360,5–15 s (continuous),"768P, 2K, 4K","adaptive, 21:9, 16:9, 4:3, 1:1, 3:4, 9:16",No,No,No,No — single shot,generate,Yes — dialogue via prompt (native audio),"Frontier omni-modal model — 2K native with stereo audio, V2V motion transfer, accurate on-screen text and brand rendering, LoRA and reference modes, 5–15 s across seven aspect ratios.",Premium pricing at 2K/4K; 15 s hard cap; the open-weights license needs legal review for commercial use.,"Brand ads needing accurate on-screen text and logos, V2V motion transfer from reference footage, coordinated character+camera+dialogue scenes, 2K masters with stereo sound.","Long-form (15 s cap), license-sensitive enterprise use without legal review, budget work where 768p-simple models suffice."
minimax/h3/reference-to-video/lora,MiniMax H3,Minimax,video-to-video,3.75,$0.0625/s x 60s,360,5–15 s (continuous),"480P, 768P, 2K, 4K","adaptive, 21:9, 16:9, 4:3, 1:1, 3:4, 9:16",Yes — native generation,No,No,No — single shot,edit/restyle,No,"Frontier omni-modal model — 2K native with stereo audio, V2V motion transfer, accurate on-screen text and brand rendering, LoRA and reference modes, 5–15 s across seven aspect ratios.",Premium pricing at 2K/4K; 15 s hard cap; the open-weights license needs legal review for commercial use.,"Brand ads needing accurate on-screen text and logos, V2V motion transfer from reference footage, coordinated character+camera+dialogue scenes, 2K masters with stereo sound.","Long-form (15 s cap), license-sensitive enterprise use without legal review, budget work where 768p-simple models suffice."
minimax/h3/text-to-video,MiniMax H3,Minimax,text-to-video,4.8,$0.08/s x 60s,360,5–15 s (continuous),"768P, 2K, 4K","21:9, 16:9, 4:3, 1:1, 3:4, 9:16",No,No (text-only),No,No — single shot,generate,Yes — dialogue via prompt (native audio),"Frontier omni-modal model — 2K native with stereo audio, V2V motion transfer, accurate on-screen text and brand rendering, LoRA and reference modes, 5–15 s across seven aspect ratios.",Premium pricing at 2K/4K; 15 s hard cap; the open-weights license needs legal review for commercial use.,"Brand ads needing accurate on-screen text and logos, V2V motion transfer from reference footage, coordinated character+camera+dialogue scenes, 2K masters with stereo sound.","Long-form (15 s cap), license-sensitive enterprise use without legal review, budget work where 768p-simple models suffice."
minimax/h3/text-to-video/lora,MiniMax H3,Minimax,text-to-video,6.0,$0.10/s x 60s,360,5–15 s (continuous),"768P, 2K, 4K","21:9, 16:9, 4:3, 1:1, 3:4, 9:16",Yes — native generation,No (text-only),No,No — single shot,generate,No,"Frontier omni-modal model — 2K native with stereo audio, V2V motion transfer, accurate on-screen text and brand rendering, LoRA and reference modes, 5–15 s across seven aspect ratios.",Premium pricing at 2K/4K; 15 s hard cap; the open-weights license needs legal review for commercial use.,"Brand ads needing accurate on-screen text and logos, V2V motion transfer from reference footage, coordinated character+camera+dialogue scenes, 2K masters with stereo sound.","Long-form (15 s cap), license-sensitive enterprise use without legal review, budget work where 768p-simple models suffice."
fal-ai/minimax/video-01,MiniMax video-01,Minimax,text-to-video,5.0,$0.5 per 6s video -> x60,150,6 s (fixed),fixed,fixed,No,No (text-only),No,No — single shot,generate,No,Director endpoint exposes explicit camera-movement commands; 'live' variant is tuned for illustration/anime motion.,"Fixed 6s at 720p, no audio, and quality is a generation behind Hailuo 02/2.3.","Director-mode camera-command experiments, anime/illustration motion on the live variant.",Anything held to current fidelity bars.
fal-ai/minimax/video-01-director,MiniMax video-01,Minimax,text-to-video,5.0,$0.5 per 6s video -> x60,150,6 s (fixed),fixed,fixed,No,No (text-only),No,No — single shot,generate,No,Director endpoint exposes explicit camera-movement commands; 'live' variant is tuned for illustration/anime motion.,"Fixed 6s at 720p, no audio, and quality is a generation behind Hailuo 02/2.3.","Director-mode camera-command experiments, anime/illustration motion on the live variant.",Anything held to current fidelity bars.
fal-ai/minimax/video-01-director/image-to-video,MiniMax video-01,Minimax,image-to-video,5.0,$0.5 per 6s video -> x60,150,6 s (fixed),fixed,inherits input image,No,Yes,No,No — single shot,generate,No,Director endpoint exposes explicit camera-movement commands; 'live' variant is tuned for illustration/anime motion.,"Fixed 6s at 720p, no audio, and quality is a generation behind Hailuo 02/2.3.","Director-mode camera-command experiments, anime/illustration motion on the live variant.",Anything held to current fidelity bars.
fal-ai/minimax/video-01-live,MiniMax video-01,Minimax,text-to-video,5.0,$0.5 per 6s video -> x60,150,6 s (fixed),fixed,fixed,No,No (text-only),No,No — single shot,generate,No,Director endpoint exposes explicit camera-movement commands; 'live' variant is tuned for illustration/anime motion.,"Fixed 6s at 720p, no audio, and quality is a generation behind Hailuo 02/2.3.","Director-mode camera-command experiments, anime/illustration motion on the live variant.",Anything held to current fidelity bars.
fal-ai/minimax/video-01-live/image-to-video,MiniMax video-01,Minimax,image-to-video,5.0,$0.5 per 6s video -> x60,150,6 s (fixed),fixed,inherits input image,No,Yes,No,No — single shot,generate,No,Director endpoint exposes explicit camera-movement commands; 'live' variant is tuned for illustration/anime motion.,"Fixed 6s at 720p, no audio, and quality is a generation behind Hailuo 02/2.3.","Director-mode camera-command experiments, anime/illustration motion on the live variant.",Anything held to current fidelity bars.
fal-ai/minimax/video-01-subject-reference,MiniMax video-01,Minimax,image-to-video,5.0,$0.5 per 6s video -> x60,150,6 s (fixed),fixed,inherits input image,No,No,No,No — single shot,generate,No,Director endpoint exposes explicit camera-movement commands; 'live' variant is tuned for illustration/anime motion.,"Fixed 6s at 720p, no audio, and quality is a generation behind Hailuo 02/2.3.","Director-mode camera-command experiments, anime/illustration motion on the live variant.",Anything held to current fidelity bars.
fal-ai/minimax/video-01/image-to-video,MiniMax video-01,Minimax,image-to-video,5.0,$0.5 per 6s video -> x60,150,6 s (fixed),fixed,inherits input image,No,Yes,No,No — single shot,generate,No,Director endpoint exposes explicit camera-movement commands; 'live' variant is tuned for illustration/anime motion.,"Fixed 6s at 720p, no audio, and quality is a generation behind Hailuo 02/2.3.","Director-mode camera-command experiments, anime/illustration motion on the live variant.",Anything held to current fidelity bars.
mirage-api/avatar-x/reference-to-video,Mirage Avatar-X,Mirage,image-to-video,18.0,$0.3/s x 60s,4500,up to 180 s (audio 3–180 s),fixed,inherits input image,Input only (drives lipsync),No,No,No — single shot,generate,Yes — dedicated lipsync/avatar model,"Industry-leading identity preservation and expressivity, with up to 180s of speech — the longest avatar output here.",Voice reference constraints (10–180s) add setup friction; premium positioning.,"Long-form avatar content (up to 180 s), identity-critical brand ambassadors, expressive delivery.","Quick one-offs (voice-reference setup friction), non-human scenes."
mirage-api/avatar-x/text-to-video,Mirage Avatar-X,Mirage,text-to-video,18.0,$0.3/s x 60s,4500,up to 180 s (speech-length driven),fixed,fixed,No,No (text-only),No,No — single shot,generate,Yes — dedicated lipsync/avatar model,"Industry-leading identity preservation and expressivity, with up to 180s of speech — the longest avatar output here.",Voice reference constraints (10–180s) add setup friction; premium positioning.,"Long-form avatar content (up to 180 s), identity-critical brand ambassadors, expressive delivery.","Quick one-offs (voice-reference setup friction), non-human scenes."
mirelo-ai/sfx-v1.5/video-to-video,Mirelo SFX,Mirelo AI,video-to-video,0.6,$0.01/s x 60s,240,1–10 s (continuous),fixed,fixed,No,No,No,No — single shot,video→audio,No,Video-aware SFX that returns the clip with a synced soundtrack; three model generations on fal.,SFX only — no music or dialogue.,"Auto-foley for generated video, ambience beds for b-roll.","Scored music, speech."
mirelo-ai/sfx-v1/video-to-video,Mirelo SFX,Mirelo AI,video-to-video,0.42,$0.007/s x 60s,240,1–10 s (continuous),fixed,fixed,No,No,No,No — single shot,video→audio,No,Video-aware SFX that returns the clip with a synced soundtrack; three model generations on fal.,SFX only — no music or dialogue.,"Auto-foley for generated video, ambience beds for b-roll.","Scored music, speech."
mirelo-ai/sfx1.6/video-to-video,Mirelo SFX,Mirelo AI,video-to-video,0.6,$0.01/s x 60s,1440,1–60 s (continuous),fixed,fixed,No,No,No,No — single shot,video→audio,No,Video-aware SFX that returns the clip with a synced soundtrack; three model generations on fal.,SFX only — no music or dialogue.,"Auto-foley for generated video, ambience beds for b-roll.","Scored music, speech."
moonvalley/marey/i2v,Moonvalley Marey,Moonvalley,image-to-video,18.0,$1.50 per 5s -> x60,240,"5s, 10s",fixed,inherits input image,No,Yes,No,No — single shot,generate,No,"Trained exclusively on fully licensed data — the only clearly clean-rights model here, with 3D-aware camera/motion controls aimed at director-grade precision.",Independent reviews rank its raw output quality near the bottom of the frontier field; by far the most expensive ($18/min); no audio.,"Rights-sensitive commercial film work that must survive legal review, guild-adjacent productions, projects where clean provenance is the deliverable.","Raw-fidelity shootouts against frontier models (independent reviews rank it low), budget- or speed-sensitive iteration at $18/min."
moonvalley/marey/motion-transfer,Moonvalley Marey,Moonvalley,video-to-video,24.0,$2.0 per 5s video -> x60,,fixed / not exposed,fixed,fixed,No,No,No,No — single shot,edit/restyle,No,"Trained exclusively on fully licensed data — the only clearly clean-rights model here, with 3D-aware camera/motion controls aimed at director-grade precision.",Independent reviews rank its raw output quality near the bottom of the frontier field; by far the most expensive ($18/min); no audio.,"Rights-sensitive commercial film work that must survive legal review, guild-adjacent productions, projects where clean provenance is the deliverable.","Raw-fidelity shootouts against frontier models (independent reviews rank it low), budget- or speed-sensitive iteration at $18/min."
