Endpoint,Family,Lab,Type,USD/image @1MP,Price basis,Max MP,Size options,Aspect ratios,Image input?,Mask/inpaint?,LoRA?,Style/ref?,Batch max,Strongest side,Weakest side,Strongest use-cases,Weakest use-cases
fal-ai/nano-banana-2/edit,Nano Banana,Google,i2i,0.08,$0.08 per image,16.8,"0.5K, 1K, 2K, 4K","auto, 21:9, 16:9, 3:2, 4:3, 5:4, 1:1, 4:5, 3:4, 2:3, 9:16, 4:1, 1:4, 8:1, 1:8",Yes,No,No,No,4,Gemini-native editing with world knowledge at a very low price; fast.,1K fixed output; complex compositions simplify.,"Quick edits, meme-speed iteration, knowledge-aware tweaks.","4K masters, print."
fal-ai/nano-banana/edit,Nano Banana,Google,i2i,0.039,$0.039 per image,,fixed,"auto, 21:9, 16:9, 3:2, 4:3, 5:4, 1:1, 4:5, 3:4, 2:3, 9:16",Yes,No,No,No,4,Gemini-native editing with world knowledge at a very low price; fast.,1K fixed output; complex compositions simplify.,"Quick edits, meme-speed iteration, knowledge-aware tweaks.","4K masters, print."
google/nano-banana-2-lite,Nano Banana,Google,t2i,,token-based (varies with size/quality),,fixed,"auto, 21:9, 16:9, 3:2, 4:3, 5:4, 1:1, 4:5, 3:4, 2:3, 9:16, 4:1, 1:4, 8:1, 1:8",No,No,No,No,4,Gemini-native editing with world knowledge at a very low price; fast.,1K fixed output; complex compositions simplify.,"Quick edits, meme-speed iteration, knowledge-aware tweaks.","4K masters, print."
google/nano-banana-lite,Nano Banana,Google,t2i,,token-based (varies with size/quality),,fixed,"auto, 21:9, 16:9, 3:2, 4:3, 5:4, 1:1, 4:5, 3:4, 2:3, 9:16, 4:1, 1:4, 8:1, 1:8",No,No,No,No,4,Gemini-native editing with world knowledge at a very low price; fast.,1K fixed output; complex compositions simplify.,"Quick edits, meme-speed iteration, knowledge-aware tweaks.","4K masters, print."
google/nano-banana-lite/edit,Nano Banana,Google,i2i,,token-based (varies with size/quality),,fixed,"auto, 21:9, 16:9, 3:2, 4:3, 5:4, 1:1, 4:5, 3:4, 2:3, 9:16, 4:1, 1:4, 8:1, 1:8",Yes,No,No,No,4,Gemini-native editing with world knowledge at a very low price; fast.,1K fixed output; complex compositions simplify.,"Quick edits, meme-speed iteration, knowledge-aware tweaks.","4K masters, print."
fal-ai/nano-banana-pro,Nano Banana Pro,Google,t2i,0.15,$0.15 per image,16.8,"1K, 2K, 4K","auto, 21:9, 16:9, 3:2, 4:3, 5:4, 1:1, 4:5, 3:4, 2:3, 9:16",No,No,No,No,4,"Gemini 3 Pro image tier: walls of accurate text, up to 14 reference images, 5-person consistency, real-world grounding via search.",Priciest Google tier; Google content filters.,"Fact-accurate infographics, multi-reference brand/character work, text-heavy creative.",Budget bulk generation.
fal-ai/nano-banana-pro/edit,Nano Banana Pro,Google,i2i,0.15,$0.15 per image,16.8,"1K, 2K, 4K","auto, 21:9, 16:9, 3:2, 4:3, 5:4, 1:1, 4:5, 3:4, 2:3, 9:16",Yes,No,No,No,4,"Gemini 3 Pro image tier: walls of accurate text, up to 14 reference images, 5-person consistency, real-world grounding via search.",Priciest Google tier; Google content filters.,"Fact-accurate infographics, multi-reference brand/character work, text-heavy creative.",Budget bulk generation.
fal-ai/finegrain-eraser,Object removal,Finegrain,i2i,0.27,$0.27 Standard tier,,fixed,fixed,Yes,No,No,No,1,Inpainting-based erasers (Finegrain) tuned for clean removals.,Complex occlusion still fails sometimes.,"Photo cleanup, retail image sanitization.",Creative generation.
fal-ai/finegrain-eraser/bbox,Object removal,Finegrain,i2i,0.18,$0.18 Standard tier,,fixed,fixed,Yes,No,No,No,1,Inpainting-based erasers (Finegrain) tuned for clean removals.,Complex occlusion still fails sometimes.,"Photo cleanup, retail image sanitization.",Creative generation.
fal-ai/finegrain-eraser/mask,Object removal,Finegrain,i2i,0.13,$0.13 Standard tier,,fixed,fixed,Yes,Yes,No,No,1,Inpainting-based erasers (Finegrain) tuned for clean removals.,Complex occlusion still fails sometimes.,"Photo cleanup, retail image sanitization.",Creative generation.
fal-ai/object-removal,Object removal,,i2i,0.012,$0.012 Medium quality,,fixed,fixed,Yes,No,No,No,1,Inpainting-based erasers (Finegrain) tuned for clean removals.,Complex occlusion still fails sometimes.,"Photo cleanup, retail image sanitization.",Creative generation.
fal-ai/object-removal/bbox,Object removal,,i2i,0.012,$0.012 Medium quality,,fixed,fixed,Yes,No,No,No,1,Inpainting-based erasers (Finegrain) tuned for clean removals.,Complex occlusion still fails sometimes.,"Photo cleanup, retail image sanitization.",Creative generation.
fal-ai/object-removal/mask,Object removal,,i2i,0.012,$0.012 Medium quality,,fixed,fixed,Yes,Yes,No,No,1,Inpainting-based erasers (Finegrain) tuned for clean removals.,Complex occlusion still fails sometimes.,"Photo cleanup, retail image sanitization.",Creative generation.
fal-ai/omnigen-v1,OmniGen,,t2i,0.1,$0.1 (parsed loosely),1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,Unified any-task image model (generate+edit+compose) in one checkpoint.,Master of none vs specialists.,Research on unified interfaces.,Peak-quality tasks.
fal-ai/omnigen-v2,OmniGen,,t2i,0.15,$0.15/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,Unified any-task image model (generate+edit+compose) in one checkpoint.,Master of none vs specialists.,Research on unified interfaces.,Peak-quality tasks.
fal-ai/aura-flow,Open T2I minis,,t2i,,billed per GPU compute-second,,fixed,fixed,No,No,No,No,2,"Research-notable open models (PixArt, Lumina, OmniGen, CogView4...).",Each superseded by newer opens.,"Research baselines, curiosity.",Production.
fal-ai/bitdance,Open T2I minis,,t2i,0.01,$0.01 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,"Research-notable open models (PixArt, Lumina, OmniGen, CogView4...).",Each superseded by newer opens.,"Research baselines, curiosity.",Production.
fal-ai/cogview4,Open T2I minis,,t2i,0.1,$0.1/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,"Research-notable open models (PixArt, Lumina, OmniGen, CogView4...).",Each superseded by newer opens.,"Research baselines, curiosity.",Production.
fal-ai/pixart-sigma,Open T2I minis,,t2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,Yes,8,"Research-notable open models (PixArt, Lumina, OmniGen, CogView4...).",Each superseded by newer opens.,"Research baselines, curiosity.",Production.
fal-ai/patina,Patina,Fal,i2i,0.01,$0.01/MP x 1MP,,fixed,fixed,Yes,No,No,No,1,Style-preserving photo editing.,Narrow.,Photo restyles keeping subject fidelity.,Generation.
fal-ai/patina/material,Patina,Fal,t2i,0.02,$0.02/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,Yes,No,No,4,Style-preserving photo editing.,Narrow.,Photo restyles keeping subject fidelity.,Generation.
fal-ai/patina/material/extract,Patina,Fal,i2i,0.02,$0.02/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,No,No,4,Style-preserving photo editing.,Narrow.,Photo restyles keeping subject fidelity.,Generation.
fal-ai/phota,Phota,,t2i,0.09,$0.09 per 1K image,16.8,"1K, 4K","auto, 1:1, 16:9, 4:3, 3:4, 9:16",No,No,No,No,4,Consumer photo enhancement suite.,Utility-grade.,Selfie/photo cleanup features.,Creative work.
fal-ai/phota/edit,Phota,Phota,i2i,0.09,$0.09 per 1K image,16.8,"1K, 4K","auto, 1:1, 16:9, 4:3, 3:4, 9:16",Yes,No,No,No,4,Consumer photo enhancement suite.,Utility-grade.,Selfie/photo cleanup features.,Creative work.
fal-ai/phota/enhance,Phota,Phota,i2i,0.13,$0.13 per image,,fixed,fixed,Yes,No,No,No,4,Consumer photo enhancement suite.,Utility-grade.,Selfie/photo cleanup features.,Creative work.
fal-ai/playground-v25,Playground,,t2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,8,Aesthetic-tuned generation (v2.5) that once led human-preference boards.,Frozen in 2024; no editing.,Stylized social graphics.,Current-gen briefs.
fal-ai/playground-v25/image-to-image,Playground,,i2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,Yes,No,8,Aesthetic-tuned generation (v2.5) that once led human-preference boards.,Frozen in 2024; no editing.,Stylized social graphics.,Current-gen briefs.
fal-ai/playground-v25/inpainting,Playground,,i2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,Yes,Yes,No,8,Aesthetic-tuned generation (v2.5) that once led human-preference boards.,Frozen in 2024; no editing.,Stylized social graphics.,Current-gen briefs.
fal-ai/post-processing,Post-processing,,i2i,0.001,$0.001 (parsed loosely),,fixed,fixed,Yes,No,No,No,1,"Deterministic finishing utilities (grain, sharpen, color ops).",Not generative; narrow.,Pipeline finishing passes.,Content creation.
fal-ai/post-processing/blur,Post-processing,,i2i,0.001,$0.001 per image,,fixed,fixed,Yes,No,No,No,1,"Deterministic finishing utilities (grain, sharpen, color ops).",Not generative; narrow.,Pipeline finishing passes.,Content creation.
fal-ai/post-processing/chromatic-aberration,Post-processing,,i2i,0.001,$0.001 per image,,fixed,fixed,Yes,No,No,No,1,"Deterministic finishing utilities (grain, sharpen, color ops).",Not generative; narrow.,Pipeline finishing passes.,Content creation.
fal-ai/post-processing/color-correction,Post-processing,,i2i,0.001,$0.001 per image,,fixed,fixed,Yes,No,No,No,1,"Deterministic finishing utilities (grain, sharpen, color ops).",Not generative; narrow.,Pipeline finishing passes.,Content creation.
fal-ai/post-processing/color-tint,Post-processing,,i2i,0.001,$0.001 per image,,fixed,fixed,Yes,No,No,No,1,"Deterministic finishing utilities (grain, sharpen, color ops).",Not generative; narrow.,Pipeline finishing passes.,Content creation.
fal-ai/post-processing/desaturate,Post-processing,,i2i,0.001,$0.001 per image,,fixed,fixed,Yes,No,No,No,1,"Deterministic finishing utilities (grain, sharpen, color ops).",Not generative; narrow.,Pipeline finishing passes.,Content creation.
fal-ai/post-processing/dissolve,Post-processing,,i2i,0.001,$0.001 per image,,fixed,fixed,Yes,No,No,No,1,"Deterministic finishing utilities (grain, sharpen, color ops).",Not generative; narrow.,Pipeline finishing passes.,Content creation.
fal-ai/post-processing/dodge-burn,Post-processing,,i2i,0.001,$0.001 per image,,fixed,fixed,Yes,No,No,No,1,"Deterministic finishing utilities (grain, sharpen, color ops).",Not generative; narrow.,Pipeline finishing passes.,Content creation.
fal-ai/post-processing/grain,Post-processing,,i2i,0.001,$0.001 per image,,fixed,fixed,Yes,No,No,No,1,"Deterministic finishing utilities (grain, sharpen, color ops).",Not generative; narrow.,Pipeline finishing passes.,Content creation.
fal-ai/post-processing/parabolize,Post-processing,,i2i,0.001,$0.001 per image,,fixed,fixed,Yes,No,No,No,1,"Deterministic finishing utilities (grain, sharpen, color ops).",Not generative; narrow.,Pipeline finishing passes.,Content creation.
fal-ai/post-processing/sharpen,Post-processing,,i2i,0.001,$0.001 per image,,fixed,fixed,Yes,No,No,No,1,"Deterministic finishing utilities (grain, sharpen, color ops).",Not generative; narrow.,Pipeline finishing passes.,Content creation.
fal-ai/post-processing/solarize,Post-processing,,i2i,0.001,$0.001 per image,,fixed,fixed,Yes,No,No,No,1,"Deterministic finishing utilities (grain, sharpen, color ops).",Not generative; narrow.,Pipeline finishing passes.,Content creation.
fal-ai/post-processing/vignette,Post-processing,,i2i,0.001,$0.001 per image,,fixed,fixed,Yes,No,No,No,1,"Deterministic finishing utilities (grain, sharpen, color ops).",Not generative; narrow.,Pipeline finishing passes.,Content creation.
fal-ai/dwpose,Preprocessors,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"ControlNet auxiliaries (depth, pose, edges) as endpoints.",Utility only.,Feeding control maps into generation pipelines.,Standalone use.
fal-ai/image-preprocessors/depth-anything/v2,Preprocessors,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"ControlNet auxiliaries (depth, pose, edges) as endpoints.",Utility only.,Feeding control maps into generation pipelines.,Standalone use.
fal-ai/image-preprocessors/hed,Preprocessors,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"ControlNet auxiliaries (depth, pose, edges) as endpoints.",Utility only.,Feeding control maps into generation pipelines.,Standalone use.
fal-ai/image-preprocessors/lineart,Preprocessors,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"ControlNet auxiliaries (depth, pose, edges) as endpoints.",Utility only.,Feeding control maps into generation pipelines.,Standalone use.
fal-ai/image-preprocessors/midas,Preprocessors,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"ControlNet auxiliaries (depth, pose, edges) as endpoints.",Utility only.,Feeding control maps into generation pipelines.,Standalone use.
fal-ai/image-preprocessors/mlsd,Preprocessors,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"ControlNet auxiliaries (depth, pose, edges) as endpoints.",Utility only.,Feeding control maps into generation pipelines.,Standalone use.
fal-ai/image-preprocessors/pidi,Preprocessors,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"ControlNet auxiliaries (depth, pose, edges) as endpoints.",Utility only.,Feeding control maps into generation pipelines.,Standalone use.
fal-ai/image-preprocessors/sam,Preprocessors,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"ControlNet auxiliaries (depth, pose, edges) as endpoints.",Utility only.,Feeding control maps into generation pipelines.,Standalone use.
fal-ai/image-preprocessors/scribble,Preprocessors,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"ControlNet auxiliaries (depth, pose, edges) as endpoints.",Utility only.,Feeding control maps into generation pipelines.,Standalone use.
fal-ai/image-preprocessors/teed,Preprocessors,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"ControlNet auxiliaries (depth, pose, edges) as endpoints.",Utility only.,Feeding control maps into generation pipelines.,Standalone use.
fal-ai/image-preprocessors/zoe,Preprocessors,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"ControlNet auxiliaries (depth, pose, edges) as endpoints.",Utility only.,Feeding control maps into generation pipelines.,Standalone use.
alibaba/qwen-image-3/edit,Qwen Image,Alibaba,i2i,0.04,$0.04 per 1K image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,No,No,6,Alibaba's 20B generator with excellent bilingual (CJK+Latin) text rendering.,Aesthetics trail FLUX.2/Seedream on western-style photography.,"Chinese-market creative, bilingual signage and packaging.",Painterly art direction.
alibaba/qwen-image-3/text-to-image,Qwen Image,Alibaba,t2i,0.04,$0.04 per 1K image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,6,Alibaba's 20B generator with excellent bilingual (CJK+Latin) text rendering.,Aesthetics trail FLUX.2/Seedream on western-style photography.,"Chinese-market creative, bilingual signage and packaging.",Painterly art direction.
fal-ai/qwen-image,Qwen Image,Alibaba,t2i,0.02,$0.02/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,4,Alibaba's 20B generator with excellent bilingual (CJK+Latin) text rendering.,Aesthetics trail FLUX.2/Seedream on western-style photography.,"Chinese-market creative, bilingual signage and packaging.",Painterly art direction.
fal-ai/qwen-image-2512,Qwen Image,Alibaba,t2i,,,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,Alibaba's 20B generator with excellent bilingual (CJK+Latin) text rendering.,Aesthetics trail FLUX.2/Seedream on western-style photography.,"Chinese-market creative, bilingual signage and packaging.",Painterly art direction.
fal-ai/qwen-image-2512/lora,Qwen Image,Alibaba,t2i,0.035,$0.035/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,4,Alibaba's 20B generator with excellent bilingual (CJK+Latin) text rendering.,Aesthetics trail FLUX.2/Seedream on western-style photography.,"Chinese-market creative, bilingual signage and packaging.",Painterly art direction.
fal-ai/qwen-image-layered,Qwen Image,Alibaba,i2i,0.05,$0.05 per image,,fixed,fixed,Yes,No,No,No,1,Alibaba's 20B generator with excellent bilingual (CJK+Latin) text rendering.,Aesthetics trail FLUX.2/Seedream on western-style photography.,"Chinese-market creative, bilingual signage and packaging.",Painterly art direction.
fal-ai/qwen-image-layered/lora,Qwen Image,Alibaba,i2i,0.06,$0.06 per image,,fixed,fixed,Yes,No,Yes,No,1,Alibaba's 20B generator with excellent bilingual (CJK+Latin) text rendering.,Aesthetics trail FLUX.2/Seedream on western-style photography.,"Chinese-market creative, bilingual signage and packaging.",Painterly art direction.
fal-ai/qwen-image-max/edit,Qwen Image,Alibaba,i2i,0.075,$0.075 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,No,No,6,Alibaba's 20B generator with excellent bilingual (CJK+Latin) text rendering.,Aesthetics trail FLUX.2/Seedream on western-style photography.,"Chinese-market creative, bilingual signage and packaging.",Painterly art direction.
